nrpess,segmento,cluster_engajamento,saldo_medio_conta,gasto_cartao_mes,freq_pix_mes,freq_boletos_mes,prob_organica_base
nrpess_007829,Varejo,Moderado,2929.88,1330.8,4,0,0.133
nrpess_007830,Varejo,Moderado,1537.11,1274.79,4,2,0.212
nrpess_007831,Varejo,Moderado,3303.14,1840.85,5,5,0.371
nrpess_007832,Varejo,Moderado,823.05,1874.57,6,7,0.477
nrpess_007833,Select,Baixo Engajamento,24408.24,328.17,2,1,0.098
nrpess_007834,Varejo,Muito Engajado,1021.07,3062.68,25,7,0.95
nrpess_007835,Varejo,Moderado,968.02,1411.04,8,6,0.475
nrpess_007836,Especial,Moderado,5826.01,2100.88,4,3,0.273
nrpess_007837,Especial,Moderado,10940.79,2473.3,7,0,0.237
nrpess_007838,Varejo,Muito Engajado,1685.68,3605.13,24,6,0.93
nrpess_007839,Select,Moderado,22194.43,1073.02,8,3,0.347
nrpess_007840,Especial,Muito Engajado,6846.35,1761.51,12,4,0.504
nrpess_007841,Varejo,Muito Engajado,1825.52,3333.11,15,4,0.618
nrpess_007842,Varejo,Moderado,3165.55,1779.46,8,2,0.324
nrpess_007843,Varejo,Moderado,497.72,795.11,8,4,0.38
nrpess_007844,Select,Baixo Engajamento,33789.73,488.88,3,1,0.127
nrpess_007845,Especial,Moderado,10673.51,2055.53,7,1,0.266
nrpess_007846,Select,Moderado,29743.91,1657.28,14,4,0.551
nrpess_007847,Varejo,Moderado,401.16,2374.36,8,1,0.299
nrpess_007848,Varejo,Moderado,2167.98,1909.54,5,1,0.213
nrpess_007849,Varejo,Muito Engajado,759.43,3955.36,21,8,0.944
nrpess_007850,Varejo,Muito Engajado,2330.36,4274.63,19,8,0.902
nrpess_007851,Especial,Muito Engajado,5536.82,4014.94,20,1,0.64
nrpess_007852,Especial,Moderado,7532.69,2436.91,3,0,0.136
nrpess_007853,Varejo,Baixo Engajamento,1698.15,347.45,3,0,0.084
nrpess_007854,Varejo,Baixo Engajamento,2490.5,654.68,0,0,0.05
nrpess_007855,Varejo,Baixo Engajamento,2489.99,335.84,1,1,0.073
nrpess_007856,Varejo,Baixo Engajamento,1115.55,713.95,3,2,0.173
nrpess_007857,Varejo,Moderado,2047.96,1726.78,7,6,0.458
nrpess_007858,Varejo,Muito Engajado,2105.42,2342.18,12,6,0.599
nrpess_007859,Varejo,Moderado,2432.96,2915.07,6,3,0.343
nrpess_007860,Varejo,Baixo Engajamento,2588.6,717.52,2,3,0.188
nrpess_007861,Varejo,Moderado,1386.71,1942.53,6,4,0.359
nrpess_007862,Varejo,Moderado,2365.99,1836.67,8,3,0.366
nrpess_007863,Especial,Muito Engajado,6987.79,4011.07,21,6,0.865
nrpess_007864,Varejo,Moderado,87.57,638.51,8,1,0.256
nrpess_007865,Private,Moderado,106017.92,1823.23,6,4,0.356
nrpess_007866,Varejo,Moderado,2417.13,1543.11,11,1,0.354
nrpess_007867,Varejo,Baixo Engajamento,2202.76,471.14,1,1,0.077
nrpess_007868,Varejo,Muito Engajado,517.35,2615.04,21,12,0.95
nrpess_007869,Varejo,Baixo Engajamento,1501.95,132.03,3,2,0.158
nrpess_007870,Select,Muito Engajado,19370.91,3257.13,20,6,0.821
nrpess_007871,Varejo,Baixo Engajamento,0.0,889.74,1,1,0.087
nrpess_007872,Select,Moderado,17042.97,1256.92,11,2,0.386
nrpess_007873,Select,Moderado,18551.72,1384.61,10,5,0.485
nrpess_007874,Especial,Muito Engajado,7928.75,4177.52,13,4,0.589
nrpess_007875,Especial,Moderado,9228.53,2176.54,7,4,0.389
nrpess_007876,Especial,Baixo Engajamento,9443.79,355.82,1,1,0.074
nrpess_007877,Varejo,Muito Engajado,1321.49,3313.04,17,4,0.668
nrpess_007878,Especial,Muito Engajado,5233.05,2488.59,18,11,0.95
nrpess_007879,Varejo,Moderado,1122.97,2660.38,7,6,0.482
nrpess_007880,Varejo,Muito Engajado,3062.62,3998.37,21,6,0.865
nrpess_007881,Varejo,Muito Engajado,2417.83,4753.02,19,6,0.834
nrpess_007882,Especial,Moderado,10629.23,1615.16,11,3,0.435
nrpess_007883,Select,Muito Engajado,22403.04,2718.14,29,4,0.95
nrpess_007884,Varejo,Moderado,1784.34,2494.54,9,4,0.447
nrpess_007885,Select,Baixo Engajamento,4749.24,426.36,0,1,0.051
nrpess_007886,Varejo,Moderado,2075.44,2050.0,7,4,0.386
nrpess_007887,Varejo,Muito Engajado,3590.22,2932.66,23,5,0.848
nrpess_007888,Varejo,Moderado,2106.88,2597.19,6,5,0.415
nrpess_007889,Varejo,Moderado,1473.32,2468.43,8,4,0.422
nrpess_007890,Varejo,Moderado,1395.47,1651.93,10,0,0.291
nrpess_007891,Especial,Moderado,5634.42,1747.83,10,3,0.414
nrpess_007892,Select,Baixo Engajamento,26888.95,451.55,1,2,0.116
nrpess_007893,Varejo,Moderado,2379.02,3272.64,5,1,0.247
nrpess_007894,Varejo,Muito Engajado,1717.57,3293.99,18,5,0.732
nrpess_007895,Select,Moderado,24147.05,1544.53,5,0,0.164
nrpess_007896,Especial,Moderado,9001.9,1602.9,6,1,0.23
nrpess_007897,Varejo,Baixo Engajamento,1056.09,835.36,7,0,0.196
nrpess_007898,Varejo,Baixo Engajamento,0.0,531.69,2,2,0.143
nrpess_007899,Select,Moderado,31314.39,1543.82,8,6,0.479
nrpess_007900,Especial,Moderado,8569.11,1091.88,5,4,0.312
nrpess_007901,Varejo,Moderado,1695.61,2305.65,11,1,0.373
nrpess_007902,Varejo,Moderado,1280.12,1699.87,10,2,0.372
nrpess_007903,Select,Muito Engajado,33591.85,1939.54,15,3,0.543
nrpess_007904,Varejo,Moderado,1080.77,1458.9,7,4,0.371
nrpess_007905,Private,Moderado,78402.78,1587.4,12,1,0.38
nrpess_007906,Varejo,Moderado,2792.71,1650.0,1,2,0.146
nrpess_007907,Especial,Moderado,6962.83,1277.64,6,1,0.222
nrpess_007908,Varejo,Moderado,1735.79,1283.94,7,0,0.207
nrpess_007909,Varejo,Moderado,2187.83,2984.76,8,1,0.315
nrpess_007910,Select,Moderado,19436.57,1964.75,6,2,0.279
nrpess_007911,Varejo,Moderado,2744.6,1594.28,4,3,0.26
nrpess_007912,Especial,Moderado,9461.1,1988.99,8,3,0.37
nrpess_007913,Varejo,Muito Engajado,0.0,2643.58,16,3,0.586
nrpess_007914,Varejo,Muito Engajado,2747.66,3058.42,12,5,0.576
nrpess_007915,Varejo,Muito Engajado,0.0,5708.84,7,4,0.478
nrpess_007916,Especial,Muito Engajado,9495.19,3760.72,17,4,0.679
nrpess_007917,Varejo,Moderado,1538.06,1708.74,7,2,0.298
nrpess_007918,Varejo,Moderado,994.26,1745.22,7,3,0.339
nrpess_007919,Varejo,Muito Engajado,1310.04,3798.45,24,11,0.95
nrpess_007920,Especial,Baixo Engajamento,4481.67,399.32,4,1,0.15
nrpess_007921,Especial,Moderado,5852.18,3001.36,6,2,0.305
nrpess_007922,Varejo,Moderado,1541.23,2022.41,4,6,0.391
nrpess_007923,Varejo,Muito Engajado,896.6,2701.56,18,5,0.718
nrpess_007924,Select,Muito Engajado,27999.99,3376.93,17,6,0.749
nrpess_007925,Varejo,Moderado,2301.88,2089.26,3,5,0.327
nrpess_007926,Select,Baixo Engajamento,12132.85,438.8,1,1,0.076
nrpess_007927,Select,Muito Engajado,26220.84,3336.17,20,2,0.663
nrpess_007928,Especial,Moderado,7226.74,2257.05,8,2,0.336
nrpess_007929,Varejo,Baixo Engajamento,1132.41,408.18,1,2,0.115
nrpess_007930,Select,Moderado,33540.42,1456.14,9,3,0.381
nrpess_007931,Especial,Moderado,7634.37,2284.83,10,0,0.307
nrpess_007932,Especial,Moderado,8939.35,2147.32,9,2,0.359
nrpess_007933,Varejo,Baixo Engajamento,3128.49,606.25,1,0,0.05
nrpess_007934,Varejo,Moderado,2571.46,1571.45,8,3,0.359
nrpess_007935,Varejo,Baixo Engajamento,1854.87,623.91,2,0,0.066
nrpess_007936,Especial,Moderado,5584.45,1781.62,11,1,0.36
nrpess_007937,Especial,Baixo Engajamento,10782.25,468.87,4,0,0.112
nrpess_007938,Varejo,Baixo Engajamento,3442.5,915.87,0,2,0.103
nrpess_007939,Varejo,Moderado,2990.47,1872.89,11,6,0.562
nrpess_007940,Varejo,Moderado,2378.11,1840.38,11,3,0.441
nrpess_007941,Especial,Moderado,8169.67,1421.62,10,5,0.486
nrpess_007942,Select,Baixo Engajamento,23912.51,434.27,4,2,0.191
nrpess_007943,Varejo,Baixo Engajamento,4171.7,743.79,1,0,0.05
nrpess_007944,Varejo,Muito Engajado,1735.34,3482.68,23,7,0.942
nrpess_007945,Varejo,Moderado,0.0,1224.67,7,1,0.246
nrpess_007946,Especial,Baixo Engajamento,11239.15,707.23,1,0,0.05
nrpess_007947,Especial,Moderado,10002.92,2689.86,8,3,0.387
nrpess_007948,Select,Moderado,24331.35,1922.25,9,5,0.473
nrpess_007949,Varejo,Muito Engajado,454.32,2813.52,14,9,0.78
nrpess_007950,Select,Moderado,17625.78,1914.77,7,3,0.343
nrpess_007951,Varejo,Baixo Engajamento,2208.39,414.87,1,1,0.075
nrpess_007952,Especial,Baixo Engajamento,6361.33,93.44,5,1,0.167
nrpess_007953,Varejo,Muito Engajado,1394.73,3110.19,20,0,0.578
nrpess_007954,Select,Moderado,38530.47,2037.92,5,7,0.456
nrpess_007955,Especial,Baixo Engajamento,9093.35,306.34,4,1,0.148
nrpess_007956,Especial,Baixo Engajamento,7940.77,640.63,3,3,0.211
nrpess_007957,Select,Moderado,35134.02,1993.75,10,2,0.38
nrpess_007958,Varejo,Muito Engajado,2306.93,4281.43,13,1,0.472
nrpess_007959,Varejo,Moderado,591.8,2477.09,8,0,0.262
nrpess_007960,Select,Baixo Engajamento,33411.71,398.17,3,3,0.205
nrpess_007961,Varejo,Moderado,2838.97,1242.53,12,3,0.451
nrpess_007962,Varejo,Baixo Engajamento,727.82,507.56,5,0,0.138
nrpess_007963,Varejo,Moderado,2412.12,2182.46,6,2,0.285
nrpess_007964,Especial,Baixo Engajamento,8127.7,892.83,1,0,0.05
nrpess_007965,Varejo,Baixo Engajamento,2176.79,505.09,4,0,0.113
nrpess_007966,Varejo,Moderado,905.2,2394.17,7,4,0.395
nrpess_007967,Varejo,Baixo Engajamento,609.34,671.02,0,0,0.05
nrpess_007968,Varejo,Baixo Engajamento,1806.03,129.0,4,1,0.143
nrpess_007969,Select,Baixo Engajamento,18121.48,730.43,4,2,0.198
nrpess_007970,Private,Moderado,93329.25,1426.59,6,3,0.306
nrpess_007971,Especial,Moderado,11703.19,1767.82,6,2,0.274
nrpess_007972,Varejo,Moderado,1896.93,2179.13,4,3,0.274
nrpess_007973,Select,Moderado,28731.11,1946.47,5,1,0.214
nrpess_007974,Especial,Moderado,8824.38,2745.84,11,2,0.424
nrpess_007975,Varejo,Moderado,1420.03,1885.75,10,3,0.417
nrpess_007976,Select,Muito Engajado,28396.11,2562.63,22,7,0.894
nrpess_007977,Especial,Baixo Engajamento,6314.22,597.83,1,0,0.05
nrpess_007978,Especial,Moderado,9220.69,2097.6,9,1,0.317
nrpess_007979,Especial,Moderado,7908.85,1593.21,6,1,0.23
nrpess_007980,Varejo,Moderado,2858.27,1919.3,10,0,0.298
nrpess_007981,Varejo,Muito Engajado,1164.37,3565.86,19,7,0.844
nrpess_007982,Especial,Baixo Engajamento,8645.73,661.07,0,2,0.097
nrpess_007983,Varejo,Moderado,2189.55,1891.21,6,5,0.397
nrpess_007984,Varejo,Moderado,452.78,1156.19,10,1,0.319
nrpess_007985,Especial,Moderado,7777.44,1621.99,6,5,0.391
nrpess_007986,Especial,Moderado,7029.05,2015.63,5,2,0.255
nrpess_007987,Varejo,Moderado,1952.26,1535.88,5,1,0.203
nrpess_007988,Especial,Muito Engajado,6314.64,1368.98,19,6,0.749
nrpess_007989,Select,Moderado,22511.33,1779.68,11,6,0.559
nrpess_007990,Especial,Moderado,13477.72,1563.64,11,1,0.354
nrpess_007991,Varejo,Baixo Engajamento,2408.56,387.66,2,1,0.1
nrpess_007992,Varejo,Moderado,0.0,1151.44,6,4,0.339
nrpess_007993,Varejo,Muito Engajado,600.56,3383.05,8,6,0.525
nrpess_007994,Varejo,Muito Engajado,1352.55,3432.28,16,8,0.806
nrpess_007995,Varejo,Moderado,1369.68,1957.02,4,4,0.309
nrpess_007996,Varejo,Moderado,2834.42,1650.68,9,3,0.386
nrpess_007997,Varejo,Muito Engajado,959.5,3424.09,24,5,0.886
nrpess_007998,Select,Moderado,37523.09,1362.93,12,1,0.374
nrpess_007999,Varejo,Muito Engajado,2228.78,1127.24,20,6,0.768
nrpess_008000,Especial,Moderado,5315.7,2018.05,9,2,0.355
nrpess_008001,Especial,Moderado,5635.98,925.69,9,3,0.368
nrpess_008002,Varejo,Baixo Engajamento,2364.41,850.94,4,0,0.121
nrpess_008003,Select,Muito Engajado,13398.74,3737.37,15,3,0.588
nrpess_008004,Especial,Moderado,10135.31,2098.94,7,3,0.347
nrpess_008005,Varejo,Baixo Engajamento,2723.35,823.78,3,1,0.136
nrpess_008006,Especial,Moderado,6222.37,1682.66,6,3,0.312
nrpess_008007,Varejo,Moderado,3040.5,1589.39,8,2,0.32
nrpess_008008,Especial,Moderado,12928.64,1944.83,13,0,0.374
nrpess_008009,Varejo,Muito Engajado,1054.7,3798.35,10,5,0.545
nrpess_008010,Select,Moderado,5394.62,1225.7,7,4,0.366
nrpess_008011,Varejo,Baixo Engajamento,1600.32,352.54,1,1,0.074
nrpess_008012,Especial,Moderado,2893.63,2707.2,10,3,0.438
nrpess_008013,Varejo,Moderado,1060.48,2064.89,6,3,0.322
nrpess_008014,Especial,Moderado,13536.44,1837.54,10,2,0.376
nrpess_008015,Especial,Moderado,8250.81,1692.87,9,0,0.267
nrpess_008016,Varejo,Moderado,624.71,1405.63,10,3,0.405
nrpess_008017,Especial,Moderado,9537.36,1596.22,6,4,0.35
nrpess_008018,Varejo,Moderado,2890.78,1996.17,1,3,0.195
nrpess_008019,Select,Moderado,22363.48,2393.62,11,3,0.455
nrpess_008020,Varejo,Baixo Engajamento,1696.23,528.2,1,1,0.078
nrpess_008021,Select,Moderado,28044.99,1885.19,8,5,0.447
nrpess_008022,Select,Moderado,17837.56,1893.4,8,3,0.367
nrpess_008023,Varejo,Muito Engajado,338.97,2765.27,17,4,0.654
nrpess_008024,Varejo,Moderado,2822.38,2085.51,8,3,0.372
nrpess_008025,Varejo,Moderado,2922.78,1824.05,5,2,0.251
nrpess_008026,Select,Baixo Engajamento,38218.75,386.69,2,1,0.1
nrpess_008027,Varejo,Moderado,1663.25,1369.89,8,1,0.274
nrpess_008028,Especial,Moderado,8479.53,1357.99,4,1,0.174
nrpess_008029,Select,Baixo Engajamento,20531.6,917.92,5,0,0.148
nrpess_008030,Varejo,Muito Engajado,130.62,2379.08,21,6,0.824
nrpess_008031,Especial,Moderado,8047.08,1646.8,9,2,0.346
nrpess_008032,Varejo,Moderado,1128.42,3091.19,7,1,0.292
nrpess_008033,Varejo,Moderado,1673.51,1993.96,16,4,0.61
nrpess_008034,Especial,Baixo Engajamento,6202.29,571.03,2,0,0.064
nrpess_008035,Varejo,Moderado,1539.18,2542.37,8,3,0.384
nrpess_008036,Varejo,Moderado,1678.08,2012.33,7,2,0.305
nrpess_008037,Select,Moderado,37013.93,1779.58,7,7,0.499
nrpess_008038,Varejo,Moderado,1125.24,1350.5,7,3,0.329
nrpess_008039,Private,Muito Engajado,118885.03,3084.75,15,6,0.692
nrpess_008040,Private,Baixo Engajamento,62973.4,748.56,2,2,0.149
nrpess_008041,Varejo,Muito Engajado,904.24,3427.71,9,9,0.671
nrpess_008042,Varejo,Moderado,3446.16,1478.78,2,4,0.247
nrpess_008043,Especial,Moderado,9349.59,1696.29,10,5,0.492
nrpess_008044,Varejo,Baixo Engajamento,1920.29,471.76,1,0,0.05
nrpess_008045,Varejo,Moderado,934.14,1812.4,10,4,0.455
nrpess_008046,Especial,Moderado,6406.24,1680.92,10,3,0.412
nrpess_008047,Varejo,Moderado,0.0,1772.6,3,5,0.319
nrpess_008048,Select,Moderado,27256.9,592.24,4,3,0.235
nrpess_008049,Varejo,Moderado,1565.81,1809.1,13,3,0.49
nrpess_008050,Varejo,Baixo Engajamento,2923.5,482.39,3,1,0.127
nrpess_008051,Varejo,Muito Engajado,2412.73,5299.41,20,12,0.95
nrpess_008052,Private,Moderado,60697.03,1866.98,7,5,0.422
nrpess_008053,Especial,Moderado,8863.06,2174.2,8,0,0.254
nrpess_008054,Select,Baixo Engajamento,31614.31,754.5,6,0,0.169
nrpess_008055,Varejo,Moderado,1412.65,2659.82,10,2,0.396
nrpess_008056,Varejo,Muito Engajado,2322.95,3879.86,20,4,0.757
nrpess_008057,Varejo,Muito Engajado,1065.72,3973.58,16,10,0.899
nrpess_008058,Varejo,Moderado,1290.61,779.76,6,6,0.409
nrpess_008059,Especial,Moderado,7769.09,2045.35,8,3,0.371
nrpess_008060,Especial,Moderado,6959.34,1716.48,9,1,0.308
nrpess_008061,Varejo,Moderado,1254.88,1564.62,8,2,0.319
nrpess_008062,Select,Moderado,23602.68,1933.51,8,6,0.488
nrpess_008063,Varejo,Moderado,1862.84,1273.57,3,2,0.187
nrpess_008064,Private,Baixo Engajamento,92760.37,783.5,1,4,0.205
nrpess_008065,Varejo,Moderado,2432.49,1677.79,10,2,0.372
nrpess_008066,Varejo,Moderado,1018.16,1838.27,8,3,0.366
nrpess_008067,Varejo,Moderado,0.0,1735.74,9,5,0.468
nrpess_008068,Varejo,Moderado,2435.42,2261.2,9,2,0.362
nrpess_008069,Especial,Moderado,5487.45,1198.9,6,3,0.3
nrpess_008070,Varejo,Moderado,2968.32,2214.1,12,4,0.515
nrpess_008071,Varejo,Muito Engajado,1987.42,3461.97,18,9,0.897
nrpess_008072,Especial,Moderado,9049.54,1545.08,11,1,0.354
nrpess_008073,Especial,Moderado,10252.09,2239.7,5,3,0.301
nrpess_008074,Select,Muito Engajado,24610.91,3668.02,19,8,0.887
nrpess_008075,Varejo,Moderado,2693.37,2106.89,5,1,0.218
nrpess_008076,Especial,Moderado,9749.14,2116.23,6,1,0.243
nrpess_008077,Especial,Muito Engajado,5304.85,3387.47,11,8,0.68
nrpess_008078,Varejo,Muito Engajado,2651.67,3207.42,26,3,0.85
nrpess_008079,Varejo,Moderado,739.87,1558.05,9,2,0.344
nrpess_008080,Varejo,Moderado,0.0,1790.22,10,4,0.455
nrpess_008081,Varejo,Baixo Engajamento,1296.85,618.15,1,3,0.16
nrpess_008082,Varejo,Muito Engajado,2466.13,3209.78,23,4,0.815
nrpess_008083,Varejo,Muito Engajado,2618.86,3493.19,18,3,0.657
nrpess_008084,Especial,Muito Engajado,9498.96,3064.58,17,10,0.902
nrpess_008085,Especial,Moderado,10579.78,1055.5,9,1,0.291
nrpess_008086,Select,Moderado,38495.3,1426.96,4,2,0.216
nrpess_008087,Especial,Moderado,10016.46,1454.26,9,2,0.341
nrpess_008088,Varejo,Baixo Engajamento,3824.88,643.92,0,2,0.096
nrpess_008089,Select,Moderado,21617.9,1322.05,9,1,0.298
nrpess_008090,Select,Baixo Engajamento,2970.72,795.51,2,0,0.07
nrpess_008091,Varejo,Muito Engajado,2734.96,3158.73,25,7,0.95
nrpess_008092,Especial,Muito Engajado,4022.48,3400.71,18,8,0.855
nrpess_008093,Private,Moderado,97804.38,1222.91,13,2,0.436
nrpess_008094,Especial,Muito Engajado,10064.64,2930.55,16,7,0.753
nrpess_008095,Select,Baixo Engajamento,17001.48,964.55,5,2,0.229
nrpess_008096,Varejo,Moderado,2483.84,2877.1,10,6,0.562
nrpess_008097,Varejo,Moderado,1192.96,1462.71,8,3,0.357
nrpess_008098,Varejo,Moderado,1158.5,662.52,13,2,0.422
nrpess_008099,Especial,Muito Engajado,6840.09,4852.5,16,6,0.761
nrpess_008100,Select,Muito Engajado,20511.28,3970.28,18,2,0.629
nrpess_008101,Private,Moderado,99540.96,2008.42,5,6,0.415
nrpess_008102,Varejo,Moderado,655.87,1848.76,9,1,0.311
nrpess_008103,Varejo,Baixo Engajamento,1164.23,700.54,2,0,0.068
nrpess_008104,Select,Moderado,24434.56,2362.97,11,1,0.374
nrpess_008105,Especial,Moderado,10804.08,2614.47,6,5,0.415
nrpess_008106,Varejo,Muito Engajado,2143.1,4710.43,19,12,0.95
nrpess_008107,Varejo,Baixo Engajamento,449.02,531.32,3,1,0.128
nrpess_008108,Especial,Muito Engajado,11789.42,2950.72,23,1,0.689
nrpess_008109,Especial,Baixo Engajamento,7931.81,719.32,4,0,0.118
nrpess_008110,Varejo,Moderado,1218.62,2492.41,6,2,0.292
nrpess_008111,Varejo,Muito Engajado,569.51,3674.17,13,6,0.657
nrpess_008112,Private,Moderado,91249.64,2352.78,7,5,0.434
nrpess_008113,Especial,Baixo Engajamento,1627.46,972.3,2,1,0.114
nrpess_008114,Varejo,Moderado,637.55,2191.59,9,3,0.4
nrpess_008115,Varejo,Moderado,1675.82,1364.08,9,2,0.339
nrpess_008116,Especial,Muito Engajado,6768.42,2886.65,16,8,0.792
nrpess_008117,Varejo,Moderado,2884.52,1480.26,10,3,0.407
nrpess_008118,Varejo,Muito Engajado,1219.48,3934.09,15,3,0.593
nrpess_008119,Especial,Baixo Engajamento,6960.63,259.85,0,2,0.086
nrpess_008120,Varejo,Baixo Engajamento,2577.66,410.69,4,2,0.19
nrpess_008121,Especial,Baixo Engajamento,6732.28,478.19,3,0,0.087
nrpess_008122,Varejo,Muito Engajado,1558.19,2070.8,15,5,0.627
nrpess_008123,Especial,Moderado,8045.69,1394.8,10,3,0.405
nrpess_008124,Varejo,Muito Engajado,3398.8,1913.68,12,3,0.468
nrpess_008125,Varejo,Moderado,2145.85,2145.87,9,5,0.479
nrpess_008126,Varejo,Baixo Engajamento,3598.88,588.34,1,2,0.12
nrpess_008127,Select,Moderado,16480.12,1255.32,9,2,0.336
nrpess_008128,Select,Baixo Engajamento,32194.22,361.54,2,0,0.059
nrpess_008129,Varejo,Baixo Engajamento,1533.24,491.7,2,2,0.142
nrpess_008130,Especial,Moderado,4433.9,763.23,7,6,0.434
nrpess_008131,Especial,Moderado,7602.56,2327.57,9,5,0.483
nrpess_008132,Private,Muito Engajado,93177.3,2523.7,17,10,0.888
nrpess_008133,Varejo,Moderado,391.3,1576.14,6,2,0.269
nrpess_008134,Especial,Muito Engajado,8198.21,3976.81,14,8,0.769
nrpess_008135,Varejo,Baixo Engajamento,643.82,657.01,3,2,0.171
nrpess_008136,Varejo,Moderado,1490.32,1688.29,13,3,0.487
nrpess_008137,Private,Moderado,89736.78,1731.64,9,5,0.468
nrpess_008138,Especial,Moderado,8033.21,1026.83,6,2,0.256
nrpess_008139,Varejo,Baixo Engajamento,965.8,479.02,1,0,0.05
nrpess_008140,Varejo,Moderado,444.1,1851.62,4,2,0.226
nrpess_008141,Especial,Moderado,5196.33,2033.98,11,4,0.486
nrpess_008142,Especial,Moderado,3444.63,778.79,9,2,0.324
nrpess_008143,Varejo,Moderado,2128.65,1560.58,8,2,0.319
nrpess_008144,Select,Moderado,27015.7,773.19,2,2,0.149
nrpess_008145,Varejo,Muito Engajado,898.83,5740.98,19,7,0.899
nrpess_008146,Varejo,Moderado,1169.21,1584.77,4,1,0.18
nrpess_008147,Select,Baixo Engajamento,19954.63,725.69,0,0,0.05
nrpess_008148,Varejo,Moderado,1728.0,2286.71,10,2,0.387
nrpess_008149,Varejo,Moderado,2451.77,1289.1,7,3,0.327
nrpess_008150,Especial,Muito Engajado,12226.38,4392.84,15,6,0.725
nrpess_008151,Select,Muito Engajado,29383.21,4099.61,14,1,0.492
nrpess_008152,Varejo,Muito Engajado,1069.46,3566.33,18,7,0.819
nrpess_008153,Select,Moderado,20533.34,2186.5,7,4,0.39
nrpess_008154,Especial,Baixo Engajamento,7875.83,395.53,3,1,0.125
nrpess_008155,Varejo,Moderado,2864.34,1663.27,10,1,0.332
nrpess_008156,Especial,Moderado,7329.4,1870.88,11,2,0.402
nrpess_008157,Varejo,Moderado,2884.27,1009.9,11,2,0.38
nrpess_008158,Varejo,Moderado,1242.99,1870.23,7,6,0.462
nrpess_008159,Especial,Baixo Engajamento,11059.57,517.51,5,0,0.138
nrpess_008160,Private,Moderado,72994.77,1814.41,9,1,0.31
nrpess_008161,Varejo,Moderado,1595.11,1597.09,7,4,0.375
nrpess_008162,Varejo,Moderado,66.76,1944.2,9,4,0.434
nrpess_008163,Varejo,Baixo Engajamento,835.1,726.14,3,2,0.173
nrpess_008164,Varejo,Moderado,2622.85,1863.57,4,4,0.307
nrpess_008165,Varejo,Muito Engajado,776.75,3689.81,13,4,0.577
nrpess_008166,Varejo,Muito Engajado,2195.14,4830.1,18,10,0.95
nrpess_008167,Especial,Baixo Engajamento,9335.87,386.2,3,0,0.085
nrpess_008168,Varejo,Baixo Engajamento,996.03,510.01,3,0,0.088
nrpess_008169,Varejo,Muito Engajado,1489.75,3282.2,18,10,0.932
nrpess_008170,Select,Baixo Engajamento,32702.06,718.12,1,0,0.05
nrpess_008171,Select,Moderado,36893.34,1577.77,8,4,0.399
nrpess_008172,Varejo,Moderado,1996.39,1009.0,7,3,0.32
nrpess_008173,Varejo,Muito Engajado,757.96,3434.93,20,7,0.866
nrpess_008174,Especial,Baixo Engajamento,11244.04,813.2,1,0,0.05
nrpess_008175,Varejo,Muito Engajado,2361.05,4558.92,17,10,0.939
nrpess_008176,Varejo,Moderado,1944.0,1470.08,6,3,0.307
nrpess_008177,Especial,Muito Engajado,8306.18,2121.44,18,6,0.743
nrpess_008178,Varejo,Baixo Engajamento,2975.21,606.39,3,2,0.17
nrpess_008179,Varejo,Muito Engajado,2591.24,2076.72,18,7,0.782
nrpess_008180,Varejo,Muito Engajado,3682.69,2489.29,19,4,0.697
nrpess_008181,Varejo,Moderado,3512.53,903.79,7,1,0.238
nrpess_008182,Varejo,Muito Engajado,2413.8,3469.69,18,5,0.737
nrpess_008183,Private,Moderado,56048.13,2817.72,12,3,0.49
nrpess_008184,Varejo,Moderado,875.22,1546.33,12,4,0.499
nrpess_008185,Varejo,Baixo Engajamento,1792.65,243.82,0,2,0.086
nrpess_008186,Varejo,Moderado,1625.03,2208.67,8,3,0.375
nrpess_008187,Select,Moderado,37592.59,1521.64,5,4,0.323
nrpess_008188,Especial,Muito Engajado,4762.87,3828.7,17,6,0.761
nrpess_008189,Varejo,Moderado,1708.27,2215.75,8,5,0.455
nrpess_008190,Select,Muito Engajado,17685.94,3104.33,17,8,0.823
nrpess_008191,Varejo,Baixo Engajamento,2192.13,357.74,5,1,0.174
nrpess_008192,Varejo,Moderado,2294.58,1682.23,11,8,0.637
nrpess_008193,Varejo,Baixo Engajamento,1705.71,440.47,0,1,0.051
nrpess_008194,Varejo,Moderado,1153.62,2092.62,9,5,0.477
nrpess_008195,Varejo,Baixo Engajamento,1097.32,158.99,3,0,0.079
nrpess_008196,Especial,Muito Engajado,9589.88,4742.08,25,5,0.944
nrpess_008197,Varejo,Muito Engajado,2224.28,3669.51,15,4,0.627
nrpess_008198,Especial,Moderado,7621.83,1944.82,7,3,0.344
nrpess_008199,Varejo,Baixo Engajamento,3343.2,751.73,3,1,0.134
nrpess_008200,Varejo,Moderado,1448.67,1477.73,14,5,0.587
nrpess_008201,Varejo,Muito Engajado,671.29,3144.98,20,2,0.659
